t_ms,ax,ay,az,steps
37791,-65,-16,-1017,1
37832,-66,-15,-1016,1
37873,-64,-17,-1016,1
37914,-64,-16,-1016,1
37955,-65,-16,-1017,1
38009,-65,-16,-1016,1
38050,-64,-15,-1015,1
38091,-66,-15,-1016,1
38132,-66,-15,-1016,1
38173,-66,-17,-1015,1
38214,-65,-16,-1017,1
38255,-64,-15,-1016,1
38296,-66,-16,-1018,1
38337,-66,-14,-1018,1
38378,-67,-15,-1016,1
38419,-64,-16,-1017,1
38460,-67,-15,-1018,1
38502,-66,-15,-1016,1
38542,-66,-16,-1015,1
38584,-64,-15,-1016,1
38625,-67,-15,-1017,1
38666,-64,-16,-1016,1
38707,-68,-15,-1017,1
38748,-65,-15,-1016,1
38792,-65,-15,-1017,1
38833,-65,-15,-1016,1
38874,-66,-16,-1016,1
38915,-65,-16,-1016,1
38956,-67,-15,-1018,1
38997,-65,-16,-1016,1
39038,-64,-15,-1016,1
39079,-67,-15,-1018,1
39120,-64,-20,-1014,1
39161,-65,-15,-1018,1
39202,-64,-12,-1016,1
39243,-64,-15,-1018,1
39284,-65,-15,-1017,1
39325,-67,-16,-1016,1
39366,-64,-17,-1016,1
39407,-64,-15,-1017,1
39448,-65,-14,-1018,1
39489,-64,-15,-1016,1
39530,-66,-15,-1018,1
39571,-66,-16,-1016,1
39613,-64,-15,-1016,1
39654,-67,-15,-1016,1
39695,-64,-16,-1017,1
39736,-64,-15,-1016,1
39777,-65,-15,-1016,1
39818,-64,-15,-1017,1
39859,-64,-15,-1016,1
39900,-66,-16,-1016,1
39941,-65,-15,-1016,1
39982,-66,-14,-1018,1
40023,-65,-15,-1016,1
40064,-64,-19,-1016,1
40105,-70,-16,-1016,1
40146,-64,-16,-1017,1
40187,-64,-18,-1016,1
40228,-66,-13,-1019,1
40269,-64,-16,-1016,1
40310,-64,-16,-1018,1
40351,-68,-14,-1018,1
40392,-64,-17,-1015,1
40433,-65,-15,-1018,1
40474,-67,-14,-1016,1
40515,-65,-16,-1016,1
40556,-64,-16,-1016,1
40597,-67,-14,-1016,1
40638,-64,-16,-1016,1
40679,-65,-15,-1016,1
40720,-66,-15,-1017,1
40761,-66,-16,-1016,1
40802,-64,-16,-1016,1
40843,-65,-16,-1017,1
40884,-64,-15,-1016,1
40925,-65,-15,-1017,1
40966,-65,-15,-1018,1
41007,-65,-16,-1016,1
41048,-66,-15,-1016,1
41089,-64,-15,-1016,1
41131,-66,-15,-1017,1
