t_ms,ax,ay,az,steps
145417,168,-932,-328,0
145458,167,-928,-328,0
145499,167,-930,-329,0
145540,167,-931,-328,0
145581,169,-931,-329,0
145622,170,-932,-328,0
145663,168,-931,-328,0
145704,166,-931,-328,0
145745,166,-930,-328,0
145786,167,-930,-329,0
145827,169,-930,-327,0
145868,169,-930,-329,0
145909,169,-929,-328,0
145950,169,-931,-328,0
145991,168,-929,-328,0
146032,166,-933,-328,0
146073,165,-931,-328,0
146114,167,-931,-328,0
146155,170,-931,-328,0
146196,170,-929,-329,0
146237,169,-931,-328,0
146278,167,-930,-329,0
146319,166,-929,-328,0
146360,168,-932,-327,0
146401,167,-931,-329,0
146442,169,-930,-328,0
146487,170,-932,-328,0
146528,167,-930,-329,0
146569,166,-931,-328,0
146610,166,-932,-328,0
146651,168,-931,-328,0
146692,170,-931,-328,0
146733,168,-930,-329,0
146774,168,-930,-328,0
146815,167,-931,-329,0
146856,167,-931,-328,0
146897,168,-930,-328,0
146938,169,-932,-328,0
146979,166,-930,-327,0
147021,167,-930,-329,0
147062,169,-932,-328,0
147103,169,-930,-329,0
147144,169,-931,-328,0
147185,167,-932,-328,0
147227,167,-930,-329,0
147268,167,-931,-329,0
147309,168,-930,-329,0
147350,170,-930,-328,0
147391,169,-930,-328,0
147433,169,-929,-328,0
147474,169,-930,-329,0
147515,168,-931,-329,0
147556,168,-931,-328,0
147597,168,-931,-329,0
147638,169,-930,-328,0
147679,168,-930,-328,0
147720,168,-930,-328,0
147761,171,-931,-329,0
147802,170,-932,-329,0
147843,169,-927,-328,0
147884,167,-926,-328,0
147925,169,-931,-326,0
147966,172,-933,-325,0
148007,169,-932,-328,0
148048,167,-933,-327,0
148089,165,-930,-328,0
148130,166,-930,-328,0
148171,168,-931,-328,0
148212,168,-928,-328,0
148253,171,-929,-328,0
148294,170,-929,-328,0
148335,169,-930,-328,0
148376,167,-932,-329,0
148417,167,-931,-328,0
148458,166,-930,-328,0
148499,168,-930,-328,0
148540,169,-932,-329,0
148581,168,-929,-328,0
148622,168,-930,-328,0
148663,167,-929,-328,0
148704,166,-929,-328,0
148745,168,-930,-328,0
148786,169,-931,-329,0
148827,170,-930,-328,0
148868,168,-930,-329,0
148909,168,-929,-329,0
148950,167,-932,-328,0
148992,168,-933,-325,0
149032,167,-932,-328,0
149073,168,-929,-329,0
149114,168,-928,-328,0
149155,169,-929,-328,0
149196,168,-929,-328,0
149237,167,-930,-328,0
149278,169,-931,-328,0
149319,168,-930,-328,0
149360,167,-932,-329,0
149401,169,-929,-328,0
149442,169,-930,-328,0
149483,168,-930,-328,0
149524,167,-929,-328,0
149565,169,-930,-328,0
149607,169,-932,-328,0
149647,169,-931,-328,0
149688,168,-930,-328,0
149730,167,-930,-328,0
149771,167,-930,-328,0
149812,167,-931,-328,0
149853,169,-930,-328,0
149894,168,-931,-329,0
149936,168,-931,-329,0
149978,168,-929,-329,0
150019,167,-930,-328,0
150060,168,-931,-328,0
150101,169,-931,-328,0
150142,168,-930,-329,0
150183,166,-928,-328,0
150224,167,-931,-328,0
150265,169,-929,-329,0
150306,169,-930,-328,0
150347,168,-931,-328,0
150388,166,-931,-328,0
150429,168,-929,-327,0
150470,169,-931,-328,0
150511,168,-931,-328,0
150552,166,-931,-328,0
150593,166,-929,-329,0
150693,173,-928,-328,0
150792,169,-932,-328,0
150893,168,-931,-328,0
150993,170,-931,-328,0
151090,167,-931,-328,0
151188,167,-930,-328,0
151285,169,-930,-328,0
